83)  C=C(C)C                 -157.122076             -157.024366             -157.106005               0.0015920776  \  ANL - ATcT - v. 1.124
84)  [CH]=C(C)C              -156.445053             -156.351176             -156.429055               0.0956579626  \  ANL - ATcT - v. 1.124
85)  [CH2]C(=C)C             -156.482833             -156.388650             -156.466177               0.0593639262  \  ANL - ATcT - v. 1.124
86)  CC(C)=O                 -193.082478             -192.989670             -193.065441              -0.0761721519  \  ANL - ATcT - v. 1.124
87)  C=C(C)O                 -193.061741             -192.969953             -193.046773              -0.0576461582  \  ANL - ATcT - v. 1.124
88)  [CH2]C(=C)O             -192.420058             -192.331917             -192.404335               0.0015235192  \  ANL - ATcT - v. 1.124
89)  CC(=O)[CH2]             -192.430968             -192.341869             -192.412994              -0.0070424676  \  ANL - ATcT - v. 1.124
90)  [CH]=C(C)O              -192.380519             -192.292794             -192.365762               0.0386859616  \  ANL - ATcT - v. 1.124
91)  [CH2]C(=O)O             -228.389465             -228.307220             -228.373411              -0.0863454514  \  ANL - ATcT - v. 1.124
92)  CC([O])=O               -228.373753             -228.298763             -228.355076              -0.0694001090  \  ANL - ATcT - v. 1.124
93)  CC(=O)O                 -229.044598             -228.958011             -229.029377              -0.1594096241  \  ANL - ATcT - v. 1.124
94)  C=C(O)O                 -229.001406             -228.914768             -228.987361              -0.1171814803  \  ANL - ATcT - v. 1.124
95)  CC(=N)O                 -209.134064             -209.045890             -209.120835              -0.0836373960  \  ANL - ATcT - v. 1.124
96)  CN(C)C                  -174.361567             -174.256290             -174.341980               0.0008493620  \  ANL - ATcT - v. 1.124
97)  [CH2]N(C)C              -173.717665             -173.616910             -173.696795               0.0632641353  \  ANL - ATcT - v. 1.124
98)  CC(C)(C)C               -197.624358             -197.490237             -197.600449              -0.0511254960  \  ANL - ATcT - v. 1.124
99)  CC(C)(C)O               -233.560045             -233.432936             -233.538637              -0.1190630265  \  ANL - ATcT - v. 1.124
100) CC(C)(C)N               -213.674928             -213.544506             -213.653342              -0.0331289253  \  ANL - ATcT - v. 1.124
101) [CH2]C(C)(C)C           -196.962968             -196.833967             -196.962968               0.0276808511  \  CBH-ANL Method
102) [CH2]C(C)(O)C           -232.899577             -232.879892             -232.899577              -0.0290991560  \  CBH-ANL Method
